author,text,title
William Blake,"I was angry with my friend:<br/>I told my wrath, my wrath did end.<br/>I was angry with my foe:<br/>I told it not, my wrath did grow.<br/><br/>And I watered it in fears,<br/>Night and morning with my tears; <br/>And I sunned it with smiles,<br/>And with soft deceitful wiles.<br/><br/>And it grew both day and night,<br/>Till it bore an apple bright.<br/>And my foe beheld it shine.<br/>And he knew that it was mine,<br/><br/>And into my garden stole<br/>When the night had veiled the pole; <br/>In the morning glad I see<br/>My foe outstretched beneath the tree. 
            <br/>",A Poison Tree
William Wordsworth,"I wandered lonely as a cloud<br/>That floats on high o'er vales and hills,<br/>When all at once I saw a crowd,<br/>A host, of golden daffodils; <br/>Beside the lake, beneath the trees,<br/>Fluttering and dancing in the breeze.<br/><br/>Continuous as the stars that shine<br/>And twinkle on the milky way,<br/>They stretched in never-ending line<br/>Along the margin of a bay:<br/>Ten thousand saw I at a glance,<br/>Tossing their heads in sprightly dance.<br/><br/>The waves beside them danced; but they<br/>Out-did the sparkling waves in glee:<br/>A poet could not but be gay,<br/>In such a jocund company:<br/>I gazed- and gazed- but little thought<br/>What wealth the show to me had brought:<br/><br/>For oft, when on my couch I lie<br/>In vacant or in pensive mood,<br/>They flash upon that inward eye<br/>Which is the bliss of solitude; <br/>And then my heart with pleasure fills,<br/>And dances with the daffodils. 
            <br/>",I Wandered Lonely As A Cloud (Daffodils)
William Shakespeare,"All the world's a stage,<br/>And all the men and women merely players;<br/>They have their exits and their entrances,<br/>And one man in his time plays many parts,<br/>His acts being seven ages. At first, the infant,<br/>Mewling and puking in the nurse's arms.<br/>Then the whining schoolboy, with his satchel<br/>And shining morning face, creeping like snail<br/>Unwillingly to school. And then the lover,<br/>Sighing like furnace, with a woeful ballad<br/>Made to his mistress' eyebrow. Then a soldier,<br/>Full of strange oaths and bearded like the pard,<br/>Jealous in honor, sudden and quick in quarrel,<br/>Seeking the bubble reputation<br/>Even in the cannon's mouth. And then the justice,<br/>In fair round belly with good capon lined,<br/>With eyes severe and beard of formal cut,<br/>Full of wise saws and modern instances;<br/>And so he plays his part. The sixth age shifts<br/>Into the lean and slippered pantaloon,<br/>With spectacles on nose and pouch on side;<br/>His youthful hose, well saved, a world too wide<br/>For his shrunk shank, and his big manly voice,<br/>Turning again toward childish treble, pipes<br/>And whistles in his sound. Last scene of all,<br/>That ends this strange eventful history,<br/>Is second childishness and mere oblivion,<br/>Sans teeth, sans eyes, sans taste, sans everything. 
            <br/>",All The World's A Stage
Langston Hughes,"Well, son, I'll tell you:<br/>Life for me ain't been no crystal stair.<br/>It's had tacks in it,<br/>And splinters,<br/>And boards torn up,<br/>And places with no carpet on the floor—<br/>Bare.<br/>But all the time <br/>I'se been a-climbin' on,<br/>And reachin' landin's,<br/>And turnin' corners,<br/>And sometimes goin' in the dark<br/>Where there ain't been no light.<br/>So, boy, don't you turn back.<br/>Don't you set down on the steps.<br/>'Cause you finds it's kinder hard.<br/>Don't you fall now—<br/>For I'se still goin', honey,<br/>I'se still climbin',<br/>And life for me ain't been no crystal stair. 
            <br/>",Mother To Son
Roger McGough,"Let me die a youngman's death<br/>not a clean and inbetween<br/>the sheets holywater death<br/>not a famous-last-words<br/>peaceful out of breath death<br/><br/>When I'm 73<br/>and in constant good tumour<br/>may I be mown down at dawn<br/>by a bright red sports car<br/>on my way home<br/>from an allnight party<br/><br/>Or when I'm 91<br/>with silver hair<br/>and sitting in a barber's chair<br/>may rival gangsters<br/>with hamfisted tommyguns burst in<br/>and give me a short back and insides<br/><br/>Or when I'm 104<br/>and banned from the Cavern<br/>may my mistress<br/>catching me in bed with her daughter<br/>and fearing for her son<br/>cut me up into little pieces<br/>and throw away every piece but one<br/><br/>Let me die a youngman's death<br/>not a free from sin tiptoe in<br/>candle wax and waning death<br/>not a curtains drawn by angels borne<br/>'what a nice way to go' death 
            <br/>",Let Me Die A Youngman's Death
Alfred Noyes,"PART ONE<br/><br/>                         I<br/><br/>  THE wind was a torrent of darkness among the gusty trees, <br/>  The moon was a ghostly galleon tossed upon cloudy seas, <br/>  The road was a ribbon of moonlight over the purple moor, <br/>  And the highwayman came riding— <br/>           Riding—riding— <br/>  The highwayman came riding, up to the old inn-door.<br/><br/>                         II<br/><br/>  He'd a French cocked-hat on his forehead, a bunch of lace at his chin, <br/>  A coat of the claret velvet, and breeches of brown doe-skin; <br/>  They fitted with never a wrinkle: his boots were up to the thigh! <br/>  And he rode with a jewelled twinkle, <br/>           His pistol butts a-twinkle, <br/>  His rapier hilt a-twinkle, under the jewelled sky.<br/><br/>                         III<br/><br/>  Over the cobbles he clattered and clashed in the dark inn-yard, <br/>  And he tapped with his whip on the shutters, but all was locked and barred; <br/>  He whistled a tune to the window, and who should be waiting there <br/>  But the landlord's black-eyed daughter, <br/>           Bess, the landlord's daughter, <br/>  Plaiting a dark red love-knot into her long black hair.<br/><br/>                         IV<br/><br/>  And dark in the dark old inn-yard a stable-wicket creaked <br/>  Where Tim the ostler listened; his face was white and peaked; <br/>  His eyes were hollows of madness, his hair like mouldy hay, <br/>  But he loved the landlord's daughter, <br/>           The landlord's red-lipped daughter, <br/>  Dumb as a dog he listened, and he heard the robber say—<br/><br/>                         V<br/><br/>  'One kiss, my bonny sweetheart, I'm after a prize to-night, <br/>  But I shall be back with the yellow gold before the morning light; <br/>  Yet, if they press me sharply, and harry me through the day, <br/>  Then look for me by moonlight, <br/>           Watch for me by moonlight, <br/>  I'll come to thee by moonlight, though hell should bar the way.'<br/><br/>                         VI<br/><br/>  He rose upright in the stirrups; he scarce could reach her hand, <br/>  But she loosened her hair i' the casement! His face burnt like a brand <br/>  As the black cascade of perfume came tumbling over his breast; <br/>  And he kissed its waves in the moonlight, <br/>           (Oh, sweet, black waves in the moonlight!) <br/>  Then he tugged at his rein in the moonliglt, and galloped away to the West.<br/><br/> <br/><br/>                    PART TWO<br/><br/>                         I<br/><br/>  He did not come in the dawning; he did not come at noon; <br/>  And out o' the tawny sunset, before the rise o' the moon, <br/>  When the road was a gypsy's ribbon, looping the purple moor, <br/>  A red-coat troop came marching— <br/>           Marching—marching— <br/>  King George's men came matching, up to the old inn-door.<br/><br/>                         II<br/><br/>  They said no word to the landlord, they drank his ale instead, <br/>  But they gagged his daughter and bound her to the foot of her narrow bed; <br/>  Two of them knelt at her casement, with muskets at their side! <br/>  There was death at every window; <br/>           And hell at one dark window; <br/>  For Bess could see, through her casement, the road that he would ride.<br/><br/>                         III<br/><br/>  They had tied her up to attention, with many a sniggering jest; <br/>  They had bound a musket beside her, with the barrel beneath her breast! <br/>  'Now, keep good watch!' and they kissed her. <br/>           She heard the dead man say— <br/>  Look for me by moonlight; <br/>           Watch for me by moonlight; <br/>  I'll come to thee by moonlight, though hell should bar the way!<br/><br/>                         IV<br/><br/>  She twisted her hands behind her; but all the knots held good! <br/>  She writhed her hands till her fingers were wet with sweat or blood! <br/>  They stretched and strained in the darkness, and the hours crawled by like years, <br/>  Till, now, on the stroke of midnight, <br/>           Cold, on the stroke of midnight, <br/>  The tip of one finger touched it! The trigger at least was hers!<br/><br/>                         V<br/><br/>  The tip of one finger touched it; she strove no more for the rest! <br/>  Up, she stood up to attention, with the barrel beneath her breast, <br/>  She would not risk their hearing; she would not strive again; <br/>  For the road lay bare in the moonlight; <br/>           Blank and bare in the moonlight; <br/>  And the blood of her veins in the moonlight throbbed to her love's refrain .<br/><br/>                         VI<br/><br/>    Tlot-tlot; tlot-tlot! Had they heard it? The horse-hoofs ringing clear; <br/>  Tlot-tlot, tlot-tlot, in the distance? Were they deaf that they did not hear? <br/>  Down the ribbon of moonlight, over the brow of the hill, <br/>  The highwayman came riding, <br/>           Riding, riding! <br/>  The red-coats looked to their priming! She stood up, straight and still!<br/><br/>                         VII<br/><br/>  Tlot-tlot, in the frosty silence! Tlot-tlot, in the echoing night! <br/>  Nearer he came and nearer! Her face was like a light! <br/>  Her eyes grew wide for a moment; she drew one last deep breath, <br/>  Then her finger moved in the moonlight, <br/>           Her musket shattered the moonlight, <br/>  Shattered her breast in the moonlight and warned him—with her death.<br/><br/>                         VIII<br/><br/>  He turned; he spurred to the West; he did not know who stood <br/>  Bowed, with her head o'er the musket, drenched with her own red blood! <br/>  Not till the dawn he heard it, his face grew grey to hear <br/>  How Bess, the landlord's daughter, <br/>           The landlord's black-eyed daughter, <br/>  Had watched for her love in the moonlight, and died in the darkness there.<br/><br/>                         IX<br/><br/>  Back, he spurred like a madman, shrieking a curse to the sky, <br/>  With the white road smoking behind him and his rapier brandished high! <br/>  Blood-red were his spurs i' the golden noon; wine-red was his velvet coat, <br/>  When they shot him down on the highway, <br/>           Down like a dog on the highway, <br/>  And he lay in his blood on the highway, with the bunch of lace at his throat.<br/><br/>                         X<br/><br/>  And still of a winter's night, they say, when the wind is in the trees, <br/>  When the moon is a ghostly galleon tossed upon cloudy seas, <br/>  When the road is a ribbon of moonlight over the purple moor, <br/>  A highwayman comes riding— <br/>           Riding—riding— <br/>  A highwayman comes riding, up to the old inn-door.<br/><br/>                         XI<br/><br/>  Over the cobbles he clatters and clangs in the dark inn-yard; <br/>  He taps with his whip on the shutters, but all is locked and barred; <br/>  He whistles a tune to the window, and who should be waiting there <br/>  But the landlord's black-eyed daughter, <br/>           Bess, the landlord's daughter, <br/>  Plaiting a dark red love-knot into her long black hair. 
            <br/>",The Highwayman
Walt Whitman,"<br/>  O CAPTAIN! my Captain! our fearful trip is done;<br/>  The ship has weather'd every rack, the prize we sought is won;<br/>  The port is near, the bells I hear, the people all exulting,<br/>  While follow eyes the steady keel, the vessel grim and daring:<br/>    But O heart! heart! heart!<br/>     O the bleeding drops of red,<br/>      Where on the deck my Captain lies,<br/>       Fallen cold and dead.<br/><br/><br/>  O Captain! my Captain! rise up and hear the bells;<br/>  Rise up--for you the flag is flung--for you the bugle trills;   10<br/>  For you bouquets and ribbon'd wreaths--for you the shores a-crowding;<br/>  For you they call, the swaying mass, their eager faces turning;<br/>    Here Captain! dear father!<br/>     This arm beneath your head;<br/>      It is some dream that on the deck,<br/>       You've fallen cold and dead.<br/><br/><br/>  My Captain does not answer, his lips are pale and still;<br/>  My father does not feel my arm, he has no pulse nor will;<br/>  The ship is anchor'd safe and sound, its voyage closed and done;<br/>  From fearful trip, the victor ship, comes in with object won;   20<br/>    Exult, O shores, and ring, O bells!<br/>     But I, with mournful tread,<br/>      Walk the deck my Captain lies,<br/>       Fallen cold and dead. 
            <br/>",O Captain! My Captain!
Howard Simon,"The low lands call<br/>I am tempted to answer<br/>They are offering me a free dwelling <br/>Without having to conquer<br/><br/>The massive mountain makes its move<br/>Beckoning me to ascend<br/>A much more difficult path<br/>To get up the slippery bend<br/><br/>I cannot choose both <br/>I have a choice to make<br/>I must be wise<br/>This will determine my fate<br/><br/>I choose, I choose the mountain<br/>With all its stress and strain<br/>Because only by climbing<br/>Can I rise above the plain<br/><br/>I choose the mountain <br/>And I will never stop climbing<br/>I choose the mountain<br/>And I shall forever be ascending<br/><br/>I choose the mountain 
            <br/>",~ I Choose The Mountain~
John Donne,"No man is an island,<br/>Entire of itself,<br/>Every man is a piece of the continent,<br/>A part of the main.<br/>If a clod be washed away by the sea,<br/>Europe is the less.<br/>As well as if a promontory were.<br/>As well as if a manor of thy friend's<br/>Or of thine own were:<br/>Any man's death diminishes me,<br/>Because I am involved in mankind,<br/>And therefore never send to know for whom the bell tolls; <br/>It tolls for thee. 
            <br/>",No Man Is An Island
Charles Bukowski,"we had goldfish and they circled around and around<br/>in the bowl on the table near the heavy drapes<br/>covering the picture window and<br/>my mother, always smiling, wanting us all<br/>to be happy, told me, 'be happy Henry!'<br/>and she was right: it's better to be happy if you<br/>can<br/>but my father continued to beat her and me several times a week while<br/>raging inside his 6-foot-two frame because he couldn't<br/>understand what was attacking him from within. <br/><br/>my mother, poor fish,<br/>wanting to be happy, beaten two or three times a<br/>week, telling me to be happy: 'Henry, smile!<br/>why don't you ever smile?' <br/><br/>and then she would smile, to show me how, and it was the<br/>saddest smile I ever saw <br/><br/>one day the goldfish died, all five of them,<br/>they floated on the water, on their sides, their<br/>eyes still open,<br/>and when my father got home he threw them to the cat<br/>there on the kitchen floor and we watched as my mother<br/>smiled 
            <br/>",A Smile To Remember
Charles Bukowski,"the flesh covers the bone <br/>and they put a mind <br/>in there and <br/>sometimes a soul, <br/>and the women break <br/>vases against the walls <br/>and the men drink too <br/>much <br/>and nobody finds the <br/>one <br/>but keep <br/>looking <br/>crawling in and out <br/>of beds. <br/>flesh covers <br/>the bone and the <br/>flesh searches <br/>for more than <br/>flesh. <br/><br/>there's no chance <br/>at all: <br/>we are all trapped <br/>by a singular <br/>fate. <br/><br/>nobody ever finds <br/>the one. <br/><br/>the city dumps fill <br/>the junkyards fill <br/>the madhouses fill <br/>the hospitals fill <br/>the graveyards fill <br/><br/>nothing else <br/>fills. <br/><br/><br/>Anonymous submission. 
            <br/>",Alone With Everybody
Emily Dickinson,"480<br/><br/>""Why do I love"" You, Sir?<br/>Because—<br/>The Wind does not require the Grass<br/>To answer—Wherefore when He pass<br/>She cannot keep Her place.<br/><br/>Because He knows—and<br/>Do not You—<br/>And We know not—<br/>Enough for Us<br/>The Wisdom it be so—<br/><br/>The Lightning—never asked an Eye<br/>Wherefore it shut—when He was by—<br/>Because He knows it cannot speak—<br/>And reasons not contained—<br/>—Of Talk—<br/>There be—preferred by Daintier Folk—<br/><br/>The Sunrise—Sire—compelleth Me—<br/>Because He's Sunrise—and I see—<br/>Therefore—Then—<br/>I love Thee— 
            <br/>","""Why Do I Love"" You, Sir?"
Spike Milligan,"On the Ning Nang Nong <br/>Where the Cows go Bong! <br/>and the monkeys all say BOO! <br/>There's a Nong Nang Ning <br/>Where the trees go Ping! <br/>And the tea pots jibber jabber joo. <br/>On the Nong Ning Nang <br/>All the mice go Clang <br/>And you just can't catch 'em when they do! <br/>So its Ning Nang Nong <br/>Cows go Bong! <br/>Nong Nang Ning <br/>Trees go ping <br/>Nong Ning Nang <br/>The mice go Clang <br/>What a noisy place to belong <br/>is the Ning Nang Ning Nang Nong!! 
            <br/>",On The Ning Nang Nong
Roger McGough,"Chaos ruled OK in the classroom<br/>as bravely the teacher walked in<br/>the nooligans ignored him<br/>his voice was lost in the din<br/><br/>'The theme for today is violence<br/>and homework will be set<br/>I'm going to teach you a lesson<br/>one that you'll never forget'<br/><br/>He picked on a boy who was shouting<br/>and throttled him then and there<br/>then garrotted the girl behind him<br/>(the one with grotty hair) <br/><br/>Then sword in hand he hacked his way<br/>between the chattering rows<br/>'First come, first severed' he declared<br/>'fingers, feet or toes'<br/><br/>He threw the sword at a latecomer<br/>it struck with deadly aim<br/>then pulling out a shotgun<br/>he continued with his game<br/><br/>The first blast cleared the backrow<br/>(where those who skive hang out) <br/>they collapsed like rubber dinghies<br/>when the plug's pulled out<br/><br/>'Please may I leave the room sir? '<br/>a trembling vandal enquired<br/>'Of course you may' said teacher<br/>put the gun to his temple and fired<br/><br/>The Head popped a head round the doorway<br/>to see why a din was being made<br/>nodded understandingly<br/>then tossed in a grenade<br/><br/>And when the ammo was well spent<br/>with blood on every chair<br/>Silence shuffled forward<br/>with its hands up in the air<br/><br/>The teacher surveyed the carnage<br/>the dying and the dead<br/>He waggled a finger severely<br/>'Now let that be a lesson' he said 
            <br/>",The Lesson
Elizabeth Barrett Browning,"How do I love thee? Let me count the ways. <br/>I love thee to the depth and breadth and height <br/>My soul can reach, when feeling out of sight <br/>For the ends of Being and ideal Grace. <br/>I love thee to the level of every day's <br/>Most quiet need, by sun and candlelight. <br/>I love thee freely, as men strive for Right; <br/>I love thee purely, as they turn from Praise. <br/>I love with a passion put to use <br/>In my old griefs, and with my childhood's faith. <br/>I love thee with a love I seemed to lose <br/>With my lost saints, -- I love thee with the breath, <br/>Smiles, tears, of all my life! -- and, if God choose, <br/>I shall but love thee better after death. 
            <br/>",How Do I Love Thee?
John Keats,"A thing of beauty is a joy for ever: <br/>Its lovliness increases; it will never <br/>Pass into nothingness; but still will keep <br/>A bower quiet for us, and a sleep <br/>Full of sweet dreams, and health, and quiet breathing. <br/>Therefore, on every morrow, are we wreathing <br/>A flowery band to bind us to the earth, <br/>Spite of despondence, of the inhuman dearth <br/>Of noble natures, of the gloomy days, <br/>Of all the unhealthy and o'er-darkn'd ways <br/>Made for our searching: yes, in spite of all, <br/>Some shape of beauty moves away the pall <br/>From our dark spirits. Such the sun, the moon, <br/>Trees old and young, sprouting a shady boon <br/>For simple sheep; and such are daffodils <br/>With the green world they live in; and clear rills <br/>That for themselves a cooling covert make <br/>'Gainst the hot season; the mid-forest brake, <br/>Rich with a sprinkling of fair musk-rose blooms: <br/>And such too is the grandeur of the dooms <br/>We have imagined for the mighty dead; <br/>An endless fountain of immortal drink, <br/>Pouring unto us from the heaven's brink. 
            <br/>",A Thing Of Beauty (Endymion)
William Shakespeare,"Over hill, over dale,<br/>Thorough bush, thorough brier,<br/>Over park, over pale,<br/>Thorough flood, thorough fire!<br/>I do wander everywhere,<br/>Swifter than the moon's sphere;<br/>And I serve the Fairy Queen,<br/>To dew her orbs upon the green;<br/>The cowslips tall her pensioners be;<br/>In their gold coats spots you see;<br/>Those be rubies, fairy favours;<br/>In those freckles live their savours;<br/>I must go seek some dewdrops here,<br/>And hang a pearl in every cowslip's ear. 
            <br/>",A Fairy Song
Roald Dahl,"In England once there lived a big<br/>And wonderfully clever pig.<br/>To everybody it was plain<br/>That Piggy had a massive brain.<br/>He worked out sums inside his head,<br/>There was no book he hadn't read.<br/>He knew what made an airplane fly,<br/>He knew how engines worked and why.<br/>He knew all this, but in the end<br/>One question drove him round the bend:<br/>He simply couldn't puzzle out<br/>What LIFE was really all about.<br/>What was the reason for his birth? <br/>Why was he placed upon this earth? <br/>His giant brain went round and round.<br/>Alas, no answer could be found.<br/>Till suddenly one wondrous night.<br/>All in a flash he saw the light.<br/>He jumped up like a ballet dancer<br/>And yelled, 'By gum, I've got the answer! '<br/>'They want my bacon slice by slice<br/>'To sell at a tremendous price! <br/>'They want my tender juicy chops<br/>'To put in all the butcher's shops! <br/>'They want my pork to make a roast<br/>'And that's the part'll cost the most! <br/>'They want my sausages in strings! <br/>'They even want my chitterlings! <br/>'The butcher's shop! The carving knife! <br/>'That is the reason for my life! '<br/>Such thoughts as these are not designed<br/>To give a pig great peace of mind.<br/>Next morning, in comes Farmer Bland,<br/>A pail of pigswill in his hand,<br/>And piggy with a mighty roar,<br/>Bashes the farmer to the floor…<br/>Now comes the rather grisly bit<br/>So let's not make too much of it,<br/>Except that you must understand<br/>That Piggy did eat Farmer Bland,<br/>He ate him up from head to toe,<br/>Chewing the pieces nice and slow.<br/>It took an hour to reach the feet,<br/>Because there was so much to eat,<br/>And when he finished, Pig, of course,<br/>Felt absolutely no remorse.<br/>Slowly he scratched his brainy head<br/>And with a little smile he said,<br/>'I had a fairly powerful hunch<br/>'That he might have me for his lunch.<br/>'And so, because I feared the worst,<br/>'I thought I'd better eat him first.' 
            <br/>",The Pig
